time	I(R5)
Step Information: R=1  (Step: 1/11)
5.091035583022476e-01	1.219487e-02
5.101035583022476e-01	1.224160e-02
5.111035583022476e-01	1.232778e-02
5.121035583022476e-01	1.244735e-02
5.131035583022476e-01	1.260016e-02
5.151035583022476e-01	1.294542e-02
5.171035583022476e-01	1.328102e-02
5.191035583022476e-01	1.360457e-02
5.211035583022476e-01	1.391481e-02
5.221035583022476e-01	1.406397e-02
5.231035583022476e-01	1.421052e-02
5.241035583022476e-01	1.435200e-02
5.251035583022476e-01	1.449054e-02
5.261035583022476e-01	1.462376e-02
5.271035583022476e-01	1.475373e-02
5.281035583022476e-01	1.487814e-02
5.291035583022476e-01	1.499902e-02
5.301035583022476e-01	1.511411e-02
5.311035583022476e-01	1.522540e-02
5.321035583022476e-01	1.533069e-02
5.331035583022476e-01	1.543191e-02
5.341035583022476e-01	1.552695e-02
5.351035583022477e-01	1.561770e-02
5.361035583022477e-01	1.570207e-02
5.371035583022477e-01	1.578194e-02
5.381035583022477e-01	1.585528e-02
5.391035583022477e-01	1.592392e-02
5.401035583022477e-01	1.598590e-02
5.411035583022477e-01	1.604302e-02
5.421035583022477e-01	1.609336e-02
5.431035583022477e-01	1.613870e-02
5.441035583022477e-01	1.617716e-02
5.451035583022477e-01	1.621053e-02
5.461035583022477e-01	1.623693e-02
5.471035583022477e-01	1.625817e-02
5.481035583022477e-01	1.627240e-02
5.491035583022477e-01	1.628141e-02
5.501035583022477e-01	1.628339e-02
5.511035583022477e-01	1.628014e-02
5.521035583022477e-01	1.626986e-02
5.531035583022477e-01	1.625436e-02
5.541035583022477e-01	1.623187e-02
5.551035583022477e-01	1.620420e-02
5.561035583022477e-01	1.616960e-02
5.571035583022477e-01	1.612989e-02
5.581035583022477e-01	1.608332e-02
5.591035583022477e-01	1.603176e-02
5.601035583022477e-01	1.597345e-02
5.611035583022477e-01	1.591026e-02
5.621035583022477e-01	1.584046e-02
5.631035583022477e-01	1.576594e-02
5.641035583022477e-01	1.568495e-02
5.651035583022477e-01	1.559943e-02
5.661035583022477e-01	1.550761e-02
5.671035583022477e-01	1.541146e-02
5.681035583022477e-01	1.530920e-02
5.691035583022477e-01	1.520284e-02
5.701035583022477e-01	1.509058e-02
5.711035583022477e-01	1.497446e-02
5.721035583022477e-01	1.485263e-02
5.731035583022477e-01	1.472726e-02
5.741035583022477e-01	1.459642e-02
5.751035583022477e-01	1.446228e-02
5.761035583022477e-01	1.432293e-02
5.771035583022477e-01	1.418058e-02
5.781035583022477e-01	1.403329e-02
5.801035583022477e-01	1.372865e-02
5.821035583022477e-01	1.341021e-02
5.841035583022477e-01	1.307922e-02
5.871035583022477e-01	1.256259e-02
5.881035583022477e-01	1.241976e-02
5.891035583022477e-01	1.230710e-02
5.901035583022477e-01	1.222857e-02
5.911035583022477e-01	1.218999e-02
5.951035583022477e-01	1.207202e-02
5.951600832530742e-01	1.204813e-02
5.952731331547273e-01	1.184365e-02
5.976309304117539e-01	5.954391e-03
5.986309304117539e-01	3.440174e-03
5.996309304117539e-01	9.333703e-04
6.006309304117539e-01	-1.585138e-03
6.016309304117539e-01	-4.091348e-03
6.026309304117539e-01	-6.604254e-03
6.046309304117539e-01	-1.159733e-02
6.055067416699920e-01	-1.211744e-02
6.083001367574099e-01	-1.217716e-02
6.093001367574099e-01	-1.220059e-02
6.103001367574099e-01	-1.225594e-02
6.113001367574099e-01	-1.234835e-02
6.123001367574099e-01	-1.247523e-02
6.133001367574099e-01	-1.263318e-02
6.153001367574099e-01	-1.297853e-02
6.173001367574099e-01	-1.331302e-02
6.193001367574099e-01	-1.363533e-02
6.213001367574099e-01	-1.394422e-02
6.223001367574099e-01	-1.409328e-02
6.233001367574099e-01	-1.423845e-02
6.243001367574099e-01	-1.437975e-02
6.253001367574099e-01	-1.451688e-02
6.263001367574099e-01	-1.464983e-02
6.273001367574099e-01	-1.477837e-02
6.283001367574099e-01	-1.490244e-02
6.293001367574099e-01	-1.502185e-02
6.303001367574099e-01	-1.513654e-02
6.313001367574099e-01	-1.524633e-02
6.323001367574099e-01	-1.535115e-02
6.333001367574099e-01	-1.545086e-02
6.343001367574099e-01	-1.554536e-02
6.353001367574099e-01	-1.563456e-02
6.363001367574099e-01	-1.571835e-02
6.373001367574099e-01	-1.579666e-02
6.383001367574099e-01	-1.586936e-02
6.393001367574099e-01	-1.593642e-02
6.403001367574099e-01	-1.599772e-02
6.413001367574099e-01	-1.605325e-02
6.423001367574099e-01	-1.610287e-02
6.433001367574099e-01	-1.614661e-02
6.443001367574099e-01	-1.618432e-02
6.453001367574099e-01	-1.621607e-02
6.463001367574099e-01	-1.624171e-02
6.473001367574099e-01	-1.626132e-02
6.483001367574099e-01	-1.627477e-02
6.493001367574099e-01	-1.628216e-02
6.503001367574099e-01	-1.628336e-02
6.513001367574099e-01	-1.627848e-02
6.523001367574099e-01	-1.626742e-02
6.533001367574099e-01	-1.625030e-02
6.543001367574099e-01	-1.622703e-02
6.553001367574099e-01	-1.619775e-02
6.563001367574099e-01	-1.616238e-02
6.573001367574099e-01	-1.612108e-02
6.583001367574099e-01	-1.607377e-02
6.593001367574099e-01	-1.602063e-02
6.603001367574100e-01	-1.596160e-02
6.613001367574100e-01	-1.589686e-02
6.623001367574100e-01	-1.582638e-02
6.633001367574100e-01	-1.575033e-02
6.643001367574100e-01	-1.566870e-02
6.653001367574100e-01	-1.558167e-02
6.663001367574100e-01	-1.548926e-02
6.673001367574100e-01	-1.539163e-02
6.683001367574100e-01	-1.528883e-02
6.693001367574100e-01	-1.518102e-02
6.703001367574100e-01	-1.506827e-02
6.713001367574100e-01	-1.495074e-02
6.723001367574100e-01	-1.482851e-02
6.733001367574100e-01	-1.470174e-02
6.743001367574100e-01	-1.457054e-02
6.753001367574100e-01	-1.443505e-02
6.763001367574100e-01	-1.429542e-02
6.773001367574100e-01	-1.415177e-02
6.793001367574100e-01	-1.385301e-02
6.813001367574100e-01	-1.353997e-02
6.833001367574100e-01	-1.321387e-02
6.853001367574100e-01	-1.287598e-02
6.863001367574100e-01	-1.270307e-02
6.873001367574100e-01	-1.253473e-02
6.883001367574100e-01	-1.239519e-02
6.893001367574100e-01	-1.228852e-02
6.903001367574100e-01	-1.221811e-02
6.913001367574100e-01	-1.218545e-02
6.943001367574100e-01	-1.212182e-02
6.953001367574100e-01	-1.176887e-02
6.973164675519480e-01	-6.739260e-03
6.983164675519480e-01	-4.232501e-03
6.993164675519480e-01	-1.720680e-03
7.003164675519480e-01	7.920141e-04
7.013164675519480e-01	3.304749e-03
7.023164675519480e-01	5.813424e-03
7.043164675519480e-01	1.081194e-02
7.053164675519480e-01	1.211299e-02
7.082901856120301e-01	1.217694e-02
7.092901856120301e-01	1.220025e-02
7.102901856120301e-01	1.225519e-02
7.112901856120301e-01	1.234726e-02
7.122901856120301e-01	1.247381e-02
7.132901856120301e-01	1.263146e-02
7.152901856120301e-01	1.297684e-02
7.172901856120301e-01	1.331138e-02
7.192901856120301e-01	1.363375e-02
7.212901856120301e-01	1.394270e-02
7.222901856120301e-01	1.409183e-02
7.232901856120301e-01	1.423701e-02
7.242901856120301e-01	1.437838e-02
7.252901856120301e-01	1.451552e-02
7.262901856120301e-01	1.464855e-02
7.272901856120301e-01	1.477709e-02
7.282901856120301e-01	1.490125e-02
7.292901856120301e-01	1.502067e-02
7.302901856120301e-01	1.513544e-02
7.312901856120301e-01	1.524524e-02
7.322901856120301e-01	1.535015e-02
7.332901856120301e-01	1.544987e-02
7.342901856120301e-01	1.554447e-02
7.352901856120301e-01	1.563368e-02
7.362901856120301e-01	1.571757e-02
7.372901856120301e-01	1.579588e-02
7.382901856120301e-01	1.586869e-02
7.392901856120301e-01	1.593576e-02
7.402901856120301e-01	1.599717e-02
7.412901856120301e-01	1.605270e-02
7.422901856120301e-01	1.610244e-02
7.432901856120301e-01	1.614617e-02
7.442901856120301e-01	1.618401e-02
7.452901856120301e-01	1.621575e-02
7.462901856120301e-01	1.624152e-02
7.472901856120301e-01	1.626113e-02
7.482901856120301e-01	1.627470e-02
7.492901856120301e-01	1.628208e-02
7.502901856120301e-01	1.628341e-02
7.512901856120301e-01	1.627852e-02
7.522901856120301e-01	1.626759e-02
7.532901856120301e-01	1.625047e-02
7.542901856120301e-01	1.622732e-02
7.552901856120301e-01	1.619804e-02
7.562901856120301e-01	1.616280e-02
7.572901856120301e-01	1.612149e-02
7.582901856120301e-01	1.607431e-02
7.592901856120301e-01	1.602116e-02
7.602901856120301e-01	1.596225e-02
7.612901856120301e-01	1.589750e-02
7.622901856120301e-01	1.582714e-02
7.632901856120301e-01	1.575108e-02
7.642901856120301e-01	1.566957e-02
7.652901856120301e-01	1.558253e-02
7.662901856120301e-01	1.549023e-02
7.672901856120301e-01	1.539260e-02
7.682901856120301e-01	1.528990e-02
7.692901856120301e-01	1.518209e-02
7.702901856120301e-01	1.506944e-02
7.712901856120301e-01	1.495190e-02
7.722901856120301e-01	1.482977e-02
7.732901856120301e-01	1.470300e-02
7.742901856120301e-01	1.457189e-02
7.752901856120301e-01	1.443640e-02
7.762901856120301e-01	1.429686e-02
7.772901856120301e-01	1.415319e-02
7.792901856120301e-01	1.385451e-02
7.812901856120301e-01	1.354154e-02
7.832901856120301e-01	1.321551e-02
7.852901856120301e-01	1.287767e-02
7.862901856120301e-01	1.270481e-02
7.872901856120301e-01	1.253628e-02
7.882901856120301e-01	1.239642e-02
7.892901856120301e-01	1.228941e-02
7.902901856120301e-01	1.221862e-02
7.912901856120301e-01	1.218566e-02
7.942901856120301e-01	1.212202e-02
7.952901856120301e-01	1.179481e-02
7.975299836058715e-01	6.204464e-03
7.985299836058715e-01	3.696501e-03
7.995299836058715e-01	1.184190e-03
8.005299836058715e-01	-1.328626e-03
8.015299836058715e-01	-3.840792e-03
8.025299836058715e-01	-6.348548e-03
8.045299836058715e-01	-1.134344e-02
8.055299836058715e-01	-1.211820e-02
8.084901978695567e-01	-1.218095e-02
8.094901978695567e-01	-1.220828e-02
8.104901978695567e-01	-1.227055e-02
8.114901978695567e-01	-1.237009e-02
8.124901978695567e-01	-1.250277e-02
8.134901978695567e-01	-1.266651e-02
8.154901978695567e-01	-1.301097e-02
8.174901978695567e-01	-1.334435e-02
8.194901978695567e-01	-1.366543e-02
8.214901978695567e-01	-1.397296e-02
8.224901978695567e-01	-1.412105e-02
8.234901978695567e-01	-1.426574e-02
8.244901978695567e-01	-1.440601e-02
8.254901978695567e-01	-1.454260e-02
8.264901978695567e-01	-1.467449e-02
8.274901978695567e-01	-1.480241e-02
8.284901978695567e-01	-1.492538e-02
8.294901978695567e-01	-1.504413e-02
8.304901978695567e-01	-1.515768e-02
8.314901978695567e-01	-1.526675e-02
8.324901978695567e-01	-1.537039e-02
8.334901978695567e-01	-1.546933e-02
8.344901978695567e-01	-1.556263e-02
8.354901978695567e-01	-1.565101e-02
8.364901978695567e-01	-1.573356e-02
8.374901978695567e-01	-1.581100e-02
8.384901978695567e-01	-1.588245e-02
8.394901978695567e-01	-1.594861e-02
8.404901978695567e-01	-1.600863e-02
8.414901978695567e-01	-1.606323e-02
8.424901978695567e-01	-1.611155e-02
8.434901978695567e-01	-1.615433e-02
8.444901978695567e-01	-1.619073e-02
8.454901978695567e-01	-1.622150e-02
8.464901978695567e-01	-1.624582e-02
8.474901978695567e-01	-1.626444e-02
8.484901978695567e-01	-1.627656e-02
8.494901978695567e-01	-1.628294e-02
8.504901978695567e-01	-1.628281e-02
8.514901978695567e-01	-1.627693e-02
8.524901978695567e-01	-1.626455e-02
8.534901978695567e-01	-1.624643e-02
8.544901978695567e-01	-1.622185e-02
8.554901978695567e-01	-1.619158e-02
8.564901978695567e-01	-1.615491e-02
8.574901978695567e-01	-1.611263e-02
8.584901978695567e-01	-1.606404e-02
8.594901978695567e-01	-1.600995e-02
8.604901978695567e-01	-1.594965e-02
8.614901978695567e-01	-1.588399e-02
8.624901978695567e-01	-1.581226e-02
8.634901978695567e-01	-1.573532e-02
8.644901978695567e-01	-1.565248e-02
8.654901978695567e-01	-1.556461e-02
8.664901978695567e-01	-1.547101e-02
8.674901978695567e-01	-1.537258e-02
8.684901978695567e-01	-1.526863e-02
8.694901978695567e-01	-1.516006e-02
8.704901978695567e-01	-1.504620e-02
8.714901978695567e-01	-1.492796e-02
8.724901978695567e-01	-1.480466e-02
8.734901978695567e-01	-1.467724e-02
8.744901978695567e-01	-1.454502e-02
8.754901978695567e-01	-1.440894e-02
8.764901978695567e-01	-1.426832e-02
8.774901978695567e-01	-1.412413e-02
8.794901978695567e-01	-1.382397e-02
8.814901978695567e-01	-1.350964e-02
8.834901978695567e-01	-1.318238e-02
8.854901978695567e-01	-1.284344e-02
8.864901978695567e-01	-1.266977e-02
8.874901978695567e-01	-1.250595e-02
8.884901978695567e-01	-1.237214e-02
8.894901978695567e-01	-1.227242e-02
8.904901978695567e-01	-1.220886e-02
8.914901978695567e-01	-1.218164e-02
8.948651978695568e-01	-1.210613e-02
8.952937852168905e-01	-1.178911e-02
8.977801229930822e-01	-5.577543e-03
8.987801229930822e-01	-3.068388e-03
8.997801229930822e-01	-5.555801e-04
9.007801229930822e-01	1.957169e-03
9.017801229930822e-01	4.468590e-03
9.027801229930822e-01	6.975069e-03
9.047801229930822e-01	1.196502e-02
9.055961650013390e-01	1.211993e-02
9.080988329322289e-01	1.217243e-02
9.090988329322289e-01	1.219475e-02
9.100988329322289e-01	1.224127e-02
9.110988329322289e-01	1.232730e-02
9.120988329322289e-01	1.244670e-02
9.130988329322289e-01	1.259938e-02
9.150988329322289e-01	1.294463e-02
9.170988329322289e-01	1.328025e-02
9.190988329322289e-01	1.360383e-02
9.210988329322289e-01	1.391410e-02
9.220988329322289e-01	1.406327e-02
9.230988329322289e-01	1.420985e-02
9.240988329322289e-01	1.435133e-02
9.250988329322289e-01	1.448990e-02
9.260988329322289e-01	1.462313e-02
9.270988329322289e-01	1.475313e-02
9.280988329322289e-01	1.487756e-02
9.290988329322289e-01	1.499847e-02
9.300988329322289e-01	1.511357e-02
9.310988329322289e-01	1.522489e-02
9.320988329322289e-01	1.533019e-02
9.330988329322289e-01	1.543146e-02
9.340988329322290e-01	1.552651e-02
9.350988329322290e-01	1.561729e-02
9.360988329322290e-01	1.570168e-02
9.370988329322290e-01	1.578158e-02
9.380988329322290e-01	1.585494e-02
9.390988329322290e-01	1.592362e-02
9.400988329322290e-01	1.598561e-02
9.410988329322290e-01	1.604277e-02
9.420988329322290e-01	1.609313e-02
9.430988329322290e-01	1.613851e-02
9.440988329322290e-01	1.617699e-02
9.450988329322290e-01	1.621039e-02
9.460988329322290e-01	1.623681e-02
9.470988329322290e-01	1.625809e-02
9.480988329322290e-01	1.627234e-02
9.490988329322290e-01	1.628139e-02
9.500988329322290e-01	1.628339e-02
9.510988329322290e-01	1.628017e-02
9.520988329322290e-01	1.626991e-02
9.530988329322290e-01	1.625446e-02
9.540988329322290e-01	1.623198e-02
9.550988329322290e-01	1.620435e-02
9.560988329322290e-01	1.616977e-02
9.570988329322290e-01	1.613010e-02
9.580988329322290e-01	1.608355e-02
9.590988329322290e-01	1.603203e-02
9.600988329322290e-01	1.597373e-02
9.610988329322290e-01	1.591058e-02
9.620988329322290e-01	1.584079e-02
9.630988329322290e-01	1.576631e-02
9.640988329322290e-01	1.568534e-02
9.650988329322290e-01	1.559985e-02
9.660988329322290e-01	1.550805e-02
9.670988329322290e-01	1.541193e-02
9.680988329322290e-01	1.530969e-02
9.690988329322290e-01	1.520336e-02
9.700988329322290e-01	1.509111e-02
9.710988329322290e-01	1.497502e-02
9.720988329322290e-01	1.485320e-02
9.730988329322290e-01	1.472787e-02
9.740988329322290e-01	1.459705e-02
9.750988329322290e-01	1.446293e-02
9.760988329322290e-01	1.432359e-02
9.770988329322290e-01	1.418127e-02
9.780988329322290e-01	1.403399e-02
9.800988329322290e-01	1.372938e-02
9.820988329322290e-01	1.341097e-02
9.840988329322290e-01	1.308000e-02
9.870988329322290e-01	1.256343e-02
9.880988329322290e-01	1.242036e-02
9.890988329322290e-01	1.230756e-02
9.900988329322290e-01	1.222884e-02
9.910988329322290e-01	1.219010e-02
9.950988329322290e-01	1.207347e-02
9.951611615696184e-01	1.204752e-02
9.952858188443973e-01	1.181219e-02
9.977453218409893e-01	5.668070e-03
9.987453218409893e-01	3.152519e-03
9.997453218409893e-01	6.462930e-04
1.000000000000000e+00	8.642884e-08
Step Information: R=600.4  (Step: 7/11)
0.000000000000000e+00	3.978339e-20
6.399999818995639e-08	-1.550448e-09
1.279999963799128e-07	-4.522585e-09
2.559999927598255e-07	-2.256075e-08
5.119999855196511e-07	-1.270612e-07
1.023999971039302e-06	-5.992513e-07
2.047999942078604e-06	-2.243774e-06
4.095999884157209e-06	-6.772438e-06
8.191999768314417e-06	-1.697259e-05
1.713498621484142e-04	-4.270468e-04
3.397708813794849e-04	-8.503119e-04
6.766129198416263e-04	-1.696773e-03
1.350296996765909e-03	-3.389016e-03
2.350296996765909e-03	-5.897951e-03
3.350296996765909e-03	-8.401114e-03
4.350296996765909e-03	-1.050072e-02
7.649927171522602e-03	-1.056203e-02
8.649927171522602e-03	-1.058122e-02
9.649927171522601e-03	-1.063260e-02
1.064992717152260e-02	-1.072431e-02
1.164992717152260e-02	-1.085054e-02
1.264992717152260e-02	-1.101076e-02
1.464992717152261e-02	-1.135747e-02
1.664992717152261e-02	-1.169379e-02
1.864992717152261e-02	-1.201844e-02
2.064992717152261e-02	-1.233013e-02
2.164992717152261e-02	-1.248021e-02
2.264992717152261e-02	-1.262764e-02
2.364992717152261e-02	-1.277018e-02
2.464992717152261e-02	-1.290976e-02
2.564992717152262e-02	-1.304419e-02
2.664992717152262e-02	-1.317535e-02
2.764992717152262e-02	-1.330113e-02
2.864992717152262e-02	-1.342334e-02
2.964992717152262e-02	-1.353995e-02
3.064992717152262e-02	-1.365271e-02
3.164992717152262e-02	-1.375965e-02
3.264992717152262e-02	-1.386250e-02
3.364992717152262e-02	-1.395932e-02
3.464992717152262e-02	-1.405183e-02
3.564992717152262e-02	-1.413812e-02
3.664992717152262e-02	-1.421989e-02
3.764992717152262e-02	-1.429528e-02
3.864992717152262e-02	-1.436597e-02
3.964992717152262e-02	-1.443013e-02
4.064992717152262e-02	-1.448942e-02
4.164992717152263e-02	-1.454207e-02
4.264992717152263e-02	-1.458972e-02
4.364992717152263e-02	-1.463062e-02
4.464992717152263e-02	-1.466641e-02
4.564992717152263e-02	-1.469538e-02
4.664992717152263e-02	-1.471916e-02
4.764992717152263e-02	-1.473606e-02
4.864992717152263e-02	-1.474773e-02
4.964992717152263e-02	-1.475249e-02
5.064992717152263e-02	-1.475198e-02
5.164992717152263e-02	-1.474458e-02
5.264992717152264e-02	-1.473192e-02
5.364992717152264e-02	-1.471238e-02
5.464992717152264e-02	-1.468761e-02
5.564992717152264e-02	-1.465602e-02
5.664992717152264e-02	-1.461927e-02
5.764992717152264e-02	-1.457576e-02
5.864992717152264e-02	-1.452719e-02
5.964992717152264e-02	-1.447196e-02
6.064992717152264e-02	-1.441178e-02
6.164992717152264e-02	-1.434507e-02
6.264992717152264e-02	-1.427355e-02
6.364992717152264e-02	-1.419565e-02
6.464992717152264e-02	-1.411311e-02
6.564992717152264e-02	-1.402434e-02
6.664992717152264e-02	-1.393113e-02
6.764992717152264e-02	-1.383189e-02
6.864992717152264e-02	-1.372841e-02
6.964992717152264e-02	-1.361910e-02
7.064992717152264e-02	-1.350579e-02
7.164992717152265e-02	-1.338687e-02
7.264992717152265e-02	-1.326420e-02
7.364992717152265e-02	-1.313616e-02
7.464992717152265e-02	-1.300465e-02
7.564992717152265e-02	-1.286800e-02
7.664992717152265e-02	-1.272818e-02
7.764992717152265e-02	-1.258349e-02
7.964992717152265e-02	-1.228377e-02
8.164992717152265e-02	-1.197004e-02
8.364992717152266e-02	-1.164354e-02
8.564992717152266e-02	-1.130557e-02
8.764992717152266e-02	-1.095744e-02
8.864992717152266e-02	-1.080953e-02
8.964992717152266e-02	-1.069249e-02
9.064992717152266e-02	-1.061339e-02
9.164992717152266e-02	-1.057305e-02
9.264992717152266e-02	-1.055804e-02
9.577492717152267e-02	-1.047834e-02
9.602492717152267e-02	-9.972975e-03
9.754311806551927e-02	-6.176922e-03
9.854311806551927e-02	-3.659106e-03
9.954311806551927e-02	-1.156508e-03
1.005431180655193e-01	1.365992e-03
1.015431180655193e-01	3.868484e-03
1.025431180655193e-01	6.385760e-03
1.035431180655193e-01	8.878292e-03
1.045431180655193e-01	1.051252e-02
1.081398769893807e-01	1.057015e-02
1.091398769893807e-01	1.060115e-02
1.101398769893807e-01	1.067303e-02
1.111398769893807e-01	1.078173e-02
1.121398769893807e-01	1.092528e-02
1.131398769893807e-01	1.109614e-02
1.151398769893807e-01	1.144045e-02
1.171398769893807e-01	1.177404e-02
1.191398769893807e-01	1.209565e-02
1.211398769893807e-01	1.240399e-02
1.221398769893807e-01	1.255303e-02
1.231398769893807e-01	1.269785e-02
1.241398769893807e-01	1.283918e-02
1.251398769893807e-01	1.297604e-02
1.261398769893807e-01	1.310910e-02
1.271398769893807e-01	1.323743e-02
1.281398769893807e-01	1.336169e-02
1.291398769893807e-01	1.348096e-02
1.301398769893807e-01	1.359590e-02
1.311398769893807e-01	1.370563e-02
1.321398769893807e-01	1.381077e-02
1.331398769893807e-01	1.391049e-02
1.341398769893807e-01	1.400539e-02
1.351398769893807e-01	1.409469e-02
1.361398769893807e-01	1.417895e-02
1.371398769893807e-01	1.425743e-02
1.381398769893807e-01	1.433070e-02
1.391398769893807e-01	1.439803e-02
1.401398769893807e-01	1.445998e-02
1.411398769893807e-01	1.451586e-02
1.421398769893807e-01	1.456623e-02
1.431398769893807e-01	1.461042e-02
1.441398769893807e-01	1.464898e-02
1.451398769893807e-01	1.468128e-02
1.461398769893807e-01	1.470786e-02
1.471398769893807e-01	1.472812e-02
1.481398769893807e-01	1.474262e-02
1.491398769893807e-01	1.475074e-02
1.501398769893807e-01	1.475308e-02
1.511398769893807e-01	1.474904e-02
1.521398769893807e-01	1.473921e-02
1.531398769893807e-01	1.472302e-02
1.541398769893807e-01	1.470107e-02
1.551398769893807e-01	1.467280e-02
1.561398769893807e-01	1.463883e-02
1.571398769893807e-01	1.459861e-02
1.581398769893807e-01	1.455277e-02
1.591398769893807e-01	1.450077e-02
1.601398769893807e-01	1.444327e-02
1.611398769893807e-01	1.437972e-02
1.621398769893807e-01	1.431081e-02
1.631398769893807e-01	1.423599e-02
1.641398769893807e-01	1.415597e-02
1.651398769893807e-01	1.407020e-02
1.661398769893807e-01	1.397941e-02
1.671398769893807e-01	1.388307e-02
1.681398769893807e-01	1.378190e-02
1.691398769893807e-01	1.367538e-02
1.701398769893807e-01	1.356427e-02
1.711398769893807e-01	1.344802e-02
1.721398769893807e-01	1.332743e-02
1.731398769893807e-01	1.320193e-02
1.741398769893807e-01	1.307235e-02
1.751398769893807e-01	1.293812e-02
1.761398769893807e-01	1.280009e-02
1.771398769893807e-01	1.265768e-02
1.781398769893807e-01	1.251175e-02
1.801398769893807e-01	1.220850e-02
1.821398769893807e-01	1.189153e-02
1.841398769893807e-01	1.156212e-02
1.861398769893807e-01	1.122154e-02
1.871398769893807e-01	1.104726e-02
1.881398769893807e-01	1.088191e-02
1.891398769893807e-01	1.074767e-02
1.901398769893807e-01	1.064908e-02
1.911398769893807e-01	1.058828e-02
1.921398769893807e-01	1.056580e-02
1.955148769893807e-01	1.051030e-02
1.959077953537568e-01	1.026195e-02
1.978716176180417e-01	5.348650e-03
1.988716176180417e-01	2.839006e-03
1.998716176180417e-01	3.261562e-04
2.008716176180417e-01	-2.186623e-03
2.018716176180417e-01	-4.697635e-03
2.038716176180417e-01	-9.702977e-03
2.048716176180417e-01	-1.051897e-02
2.077878834697100e-01	-1.056443e-02
2.087878834697100e-01	-1.058571e-02
2.097878834697100e-01	-1.064316e-02
2.107878834697100e-01	-1.073952e-02
2.117878834697100e-01	-1.087091e-02
2.127878834697100e-01	-1.103475e-02
2.147878834697100e-01	-1.138081e-02
2.167878834697100e-01	-1.171637e-02
2.187878834697100e-01	-1.204017e-02
2.207878834697100e-01	-1.235094e-02
2.217878834697100e-01	-1.250088e-02
2.227878834697100e-01	-1.264742e-02
2.237878834697100e-01	-1.278978e-02
2.247878834697100e-01	-1.292845e-02
2.257878834697100e-01	-1.306264e-02
2.267878834697100e-01	-1.319285e-02
2.277878834697100e-01	-1.331836e-02
2.287878834697100e-01	-1.343962e-02
2.297878834697100e-01	-1.355588e-02
2.307878834697100e-01	-1.366767e-02
2.317878834697100e-01	-1.377423e-02
2.327878834697100e-01	-1.387608e-02
2.337878834697100e-01	-1.397248e-02
2.347878834697100e-01	-1.406397e-02
2.357878834697100e-01	-1.414981e-02
2.367878834697100e-01	-1.423054e-02
2.377878834697100e-01	-1.430545e-02
2.387878834697100e-01	-1.437508e-02
2.397878834697100e-01	-1.443873e-02
2.407878834697100e-01	-1.449695e-02
2.417878834697100e-01	-1.454907e-02
2.427878834697100e-01	-1.459564e-02
2.437878834697100e-01	-1.463599e-02
2.447878834697100e-01	-1.467069e-02
2.457878834697100e-01	-1.469909e-02
2.467878834697100e-01	-1.472178e-02
2.477878834697100e-01	-1.473811e-02
2.487878834697100e-01	-1.474867e-02
2.497878834697100e-01	-1.475285e-02
2.507878834697100e-01	-1.475125e-02
2.517878834697100e-01	-1.474327e-02
2.527878834697100e-01	-1.472951e-02
2.537878834697100e-01	-1.470939e-02
2.547878834697100e-01	-1.468354e-02
2.557878834697100e-01	-1.465138e-02
2.567878834697100e-01	-1.461354e-02
2.577878834697100e-01	-1.456948e-02
2.587878834697100e-01	-1.451984e-02
2.597878834697100e-01	-1.446407e-02
2.607878834697100e-01	-1.440284e-02
2.617878834697100e-01	-1.433561e-02
2.627878834697100e-01	-1.426306e-02
2.637878834697100e-01	-1.418466e-02
2.647878834697101e-01	-1.410110e-02
2.657878834697101e-01	-1.401187e-02
2.667878834697101e-01	-1.391767e-02
2.677878834697101e-01	-1.381799e-02
2.687878834697101e-01	-1.371354e-02
2.697878834697101e-01	-1.360383e-02
2.707878834697101e-01	-1.348958e-02
2.717878834697101e-01	-1.337030e-02
2.727878834697101e-01	-1.324672e-02
2.737878834697101e-01	-1.311836e-02
2.747878834697101e-01	-1.298596e-02
2.757878834697101e-01	-1.284904e-02
2.767878834697101e-01	-1.270836e-02
2.777878834697101e-01	-1.256345e-02
2.797878834697101e-01	-1.226272e-02
2.817878834697101e-01	-1.194808e-02
2.837878834697101e-01	-1.162075e-02
2.857878834697101e-01	-1.128204e-02
2.877878834697101e-01	-1.093327e-02
2.887878834697101e-01	-1.079119e-02
2.897878834697101e-01	-1.067945e-02
2.907878834697101e-01	-1.060524e-02
2.917878834697101e-01	-1.057103e-02
2.947878834697101e-01	-1.052437e-02
2.958225229900098e-01	-1.045670e-02
2.962359851432677e-01	-9.445363e-03
2.972177342029436e-01	-6.983374e-03
2.982177342029436e-01	-4.484277e-03
2.992177342029436e-01	-1.965701e-03
3.002177342029436e-01	5.399100e-04
3.012177342029436e-01	3.059813e-03
3.022177342029436e-01	5.561966e-03
3.032177342029436e-01	8.073366e-03
3.042177342029436e-01	1.047452e-02
3.063736822748074e-01	1.054314e-02
3.073736822748074e-01	1.055743e-02
3.083736822748074e-01	1.057445e-02
3.093736822748074e-01	1.061391e-02
3.103736822748074e-01	1.069571e-02
3.113736822748074e-01	1.081184e-02
3.123736822748074e-01	1.096381e-02
3.143736822748074e-01	1.131042e-02
3.163736822748074e-01	1.164823e-02
3.183736822748074e-01	1.197456e-02
3.203736822748074e-01	1.228811e-02
3.213736822748074e-01	1.243876e-02
3.223736822748074e-01	1.258763e-02
3.233736822748075e-01	1.273086e-02
