time	I(R5)
Step Information: R=1  (Step: 1/11)
8.066541809075782e-01	-1.656934e-02
8.076541809075782e-01	-1.867896e-02
8.086541809075782e-01	-1.996619e-02
8.126541809075782e-01	-2.311473e-02
8.136541809075782e-01	-2.387824e-02
8.146541809075782e-01	-2.462914e-02
8.156541809075782e-01	-2.538043e-02
8.166541809075782e-01	-2.613386e-02
8.176541809075782e-01	-2.688681e-02
8.186541809075782e-01	-2.763434e-02
8.196541809075782e-01	-2.837813e-02
8.206541809075782e-01	-2.911335e-02
8.226541809075782e-01	-3.055444e-02
8.246541809075782e-01	-3.191670e-02
8.266541809075783e-01	-3.319767e-02
8.276541809075783e-01	-3.379751e-02
8.286541809075783e-01	-3.422089e-02
8.296541809075783e-01	-3.454916e-02
8.306541809075783e-01	-3.482926e-02
8.316541809075783e-01	-3.507850e-02
8.326541809075783e-01	-3.530389e-02
8.336541809075783e-01	-3.551018e-02
8.346541809075783e-01	-3.569957e-02
8.356541809075783e-01	-3.587415e-02
8.366541809075783e-01	-3.603646e-02
8.376541809075783e-01	-3.618376e-02
8.386541809075783e-01	-3.631859e-02
8.396541809075783e-01	-3.644158e-02
8.406541809075783e-01	-3.655269e-02
8.416541809075783e-01	-3.665240e-02
8.426541809075783e-01	-3.674056e-02
8.436541809075783e-01	-3.681753e-02
8.446541809075783e-01	-3.688309e-02
8.456541809075783e-01	-3.693752e-02
8.466541809075783e-01	-3.698060e-02
8.476541809075783e-01	-3.701258e-02
8.486541809075783e-01	-3.703323e-02
8.496541809075783e-01	-3.704277e-02
8.506541809075783e-01	-3.704098e-02
8.516541809075783e-01	-3.702809e-02
8.526541809075783e-01	-3.700386e-02
8.536541809075783e-01	-3.696853e-02
8.546541809075783e-01	-3.692185e-02
8.556541809075783e-01	-3.686406e-02
8.566541809075783e-01	-3.679489e-02
8.576541809075783e-01	-3.671455e-02
8.586541809075783e-01	-3.662274e-02
8.596541809075783e-01	-3.651958e-02
8.606541809075783e-01	-3.640471e-02
8.616541809075783e-01	-3.627815e-02
8.626541809075783e-01	-3.613935e-02
8.636541809075783e-01	-3.598816e-02
8.646541809075783e-01	-3.582184e-02
8.656541809075783e-01	-3.564296e-02
8.666541809075783e-01	-3.544847e-02
8.676541809075783e-01	-3.523678e-02
8.686541809075783e-01	-3.500446e-02
8.706541809075783e-01	-3.445425e-02
8.716541809075783e-01	-3.410590e-02
8.726541809075783e-01	-3.362251e-02
8.746541809075783e-01	-3.237094e-02
8.766541809075783e-01	-3.103632e-02
8.796541809075783e-01	-2.889071e-02
8.806541809075783e-01	-2.815133e-02
8.816541809075783e-01	-2.740705e-02
8.826541809075783e-01	-2.665694e-02
8.836541809075783e-01	-2.590452e-02
8.846541809075783e-01	-2.514954e-02
8.856541809075783e-01	-2.439556e-02
8.866541809075783e-01	-2.364236e-02
8.906541809075783e-01	-2.052619e-02
8.916541809075783e-01	-1.969315e-02
8.926541809075783e-01	-1.807723e-02
8.936541809075783e-01	-1.584318e-02
8.976541809075783e-01	-5.891450e-03
8.986541809075783e-01	-3.382755e-03
8.996541809075783e-01	-8.702648e-04
9.006541809075783e-01	1.642651e-03
9.016541809075783e-01	4.154379e-03
9.026541809075783e-01	6.661627e-03
9.056541809075783e-01	1.413486e-02
9.066541809075783e-01	1.656936e-02
9.076541809075783e-01	1.867894e-02
9.086541809075783e-01	1.996624e-02
9.126541809075783e-01	2.311478e-02
9.136541809075783e-01	2.387819e-02
9.146541809075783e-01	2.462919e-02
9.156541809075783e-01	2.538038e-02
9.166541809075783e-01	2.613391e-02
9.176541809075783e-01	2.688676e-02
9.186541809075783e-01	2.763439e-02
9.196541809075783e-01	2.837809e-02
9.206541809075783e-01	2.911339e-02
9.226541809075783e-01	3.055449e-02
9.246541809075783e-01	3.191674e-02
9.266541809075783e-01	3.319772e-02
9.276541809075783e-01	3.379748e-02
9.286541809075783e-01	3.422091e-02
9.296541809075783e-01	3.454914e-02
9.306541809075783e-01	3.482927e-02
9.316541809075783e-01	3.507848e-02
9.326541809075783e-01	3.530391e-02
9.336541809075783e-01	3.551017e-02
9.346541809075783e-01	3.569958e-02
9.356541809075783e-01	3.587414e-02
9.366541809075783e-01	3.603647e-02
9.376541809075783e-01	3.618375e-02
9.386541809075784e-01	3.631859e-02
9.396541809075784e-01	3.644157e-02
9.406541809075784e-01	3.655270e-02
9.416541809075784e-01	3.665240e-02
9.426541809075784e-01	3.674057e-02
9.436541809075784e-01	3.681752e-02
9.446541809075784e-01	3.688309e-02
9.456541809075784e-01	3.693751e-02
9.466541809075784e-01	3.698061e-02
9.476541809075784e-01	3.701258e-02
9.486541809075784e-01	3.703324e-02
9.496541809075784e-01	3.704277e-02
9.506541809075784e-01	3.704099e-02
9.516541809075784e-01	3.702808e-02
9.526541809075784e-01	3.700387e-02
9.536541809075784e-01	3.696852e-02
9.546541809075784e-01	3.692186e-02
9.556541809075784e-01	3.686405e-02
9.566541809075784e-01	3.679490e-02
9.576541809075784e-01	3.671455e-02
9.586541809075784e-01	3.662274e-02
9.596541809075784e-01	3.651958e-02
9.606541809075784e-01	3.640472e-02
9.616541809075784e-01	3.627815e-02
9.626541809075784e-01	3.613936e-02
9.636541809075784e-01	3.598815e-02
9.646541809075784e-01	3.582185e-02
9.656541809075784e-01	3.564295e-02
9.666541809075784e-01	3.544848e-02
9.676541809075784e-01	3.523677e-02
9.686541809075784e-01	3.500447e-02
9.706541809075784e-01	3.445427e-02
9.716541809075784e-01	3.410588e-02
9.726541809075784e-01	3.362254e-02
9.746541809075784e-01	3.237098e-02
9.766541809075784e-01	3.103636e-02
9.796541809075784e-01	2.889067e-02
9.806541809075784e-01	2.815136e-02
9.816541809075784e-01	2.740701e-02
9.826541809075784e-01	2.665698e-02
9.836541809075784e-01	2.590448e-02
9.846541809075784e-01	2.514957e-02
9.856541809075784e-01	2.439552e-02
9.866541809075784e-01	2.364240e-02
9.906541809075784e-01	2.052622e-02
9.916541809075784e-01	1.969312e-02
9.926541809075784e-01	1.807724e-02
9.936541809075784e-01	1.584318e-02
9.976541809075784e-01	5.891443e-03
9.986541809075784e-01	3.382762e-03
9.996541809075784e-01	8.702576e-04
1.000000000000000e+00	1.370126e-06
Step Information: R=200.8  (Step: 3/11)
0.000000000000000e+00	-1.388139e-20
6.399999818995639e-08	-7.459265e-09
1.279999963799128e-07	-1.793359e-08
2.559999927598255e-07	-6.193162e-08
5.119999855196511e-07	-2.735183e-07
1.023999971039302e-06	-1.096056e-06
2.047999942078604e-06	-3.426967e-06
1.100328661869884e-04	-2.748174e-04
2.193870507576529e-04	-5.496487e-04
4.380954198989820e-04	-1.099290e-03
8.755121581816400e-04	-2.198390e-03
1.750345634746956e-03	-4.395139e-03
2.750345634746956e-03	-6.902087e-03
5.750345634746956e-03	-1.437208e-02
6.750345634746956e-03	-1.678748e-02
7.750345634746956e-03	-1.881971e-02
8.750345634746956e-03	-1.971918e-02
1.275034563474696e-02	-2.160986e-02
1.375034563474696e-02	-2.206594e-02
1.475034563474696e-02	-2.242467e-02
1.575034563474696e-02	-2.266476e-02
1.675034563474696e-02	-2.288953e-02
1.775034563474696e-02	-2.311401e-02
1.975034563474697e-02	-2.356153e-02
2.175034563474697e-02	-2.396467e-02
2.375034563474697e-02	-2.433690e-02
2.575034563474697e-02	-2.468144e-02
2.675034563474697e-02	-2.484410e-02
2.775034563474697e-02	-2.499992e-02
2.875034563474697e-02	-2.514981e-02
2.975034563474697e-02	-2.529297e-02
3.075034563474698e-02	-2.543017e-02
3.175034563474698e-02	-2.556030e-02
3.275034563474698e-02	-2.568475e-02
3.375034563474698e-02	-2.580271e-02
3.475034563474698e-02	-2.591413e-02
3.575034563474698e-02	-2.601865e-02
3.675034563474698e-02	-2.611682e-02
3.775034563474698e-02	-2.620795e-02
3.875034563474698e-02	-2.629256e-02
3.975034563474698e-02	-2.637000e-02
4.075034563474698e-02	-2.644075e-02
4.175034563474699e-02	-2.650421e-02
4.275034563474699e-02	-2.656083e-02
4.375034563474699e-02	-2.661004e-02
4.475034563474699e-02	-2.665230e-02
4.575034563474699e-02	-2.668705e-02
4.675034563474699e-02	-2.671475e-02
4.775034563474699e-02	-2.673488e-02
4.875034563474699e-02	-2.674789e-02
4.975034563474699e-02	-2.675330e-02
5.075034563474699e-02	-2.675157e-02
5.175034563474699e-02	-2.674224e-02
5.275034563474700e-02	-2.672577e-02
5.375034563474700e-02	-2.670173e-02
5.475034563474700e-02	-2.667061e-02
5.575034563474700e-02	-2.663198e-02
5.675034563474700e-02	-2.658635e-02
5.775034563474700e-02	-2.653331e-02
5.875034563474700e-02	-2.647337e-02
5.975034563474700e-02	-2.640613e-02
6.075034563474700e-02	-2.633214e-02
6.175034563474700e-02	-2.625098e-02
6.275034563474700e-02	-2.616321e-02
6.375034563474700e-02	-2.606842e-02
6.475034563474701e-02	-2.596719e-02
6.575034563474701e-02	-2.585907e-02
6.675034563474701e-02	-2.574465e-02
6.775034563474701e-02	-2.562318e-02
6.875034563474701e-02	-2.549582e-02
6.975034563474701e-02	-2.536215e-02
7.075034563474701e-02	-2.522210e-02
7.175034563474701e-02	-2.507541e-02
7.275034563474701e-02	-2.492270e-02
7.375034563474701e-02	-2.476328e-02
7.575034563474702e-02	-2.442530e-02
7.775034563474702e-02	-2.406013e-02
7.975034563474702e-02	-2.366474e-02
8.175034563474702e-02	-2.323250e-02
8.275034563474702e-02	-2.300141e-02
8.375034563474702e-02	-2.277721e-02
8.475034563474702e-02	-2.254895e-02
8.575034563474702e-02	-2.228217e-02
8.675034563474703e-02	-2.184275e-02
8.775034563474703e-02	-2.137250e-02
9.175034563474703e-02	-1.944197e-02
9.187534563474703e-02	-1.933683e-02
9.212534563474703e-02	-1.902209e-02
9.262534563474703e-02	-1.812594e-02
9.337430621529619e-02	-1.650593e-02
9.533153053003902e-02	-1.169266e-02
9.733153053003903e-02	-6.700378e-03
9.833153053003903e-02	-4.193097e-03
9.933153053003903e-02	-1.681644e-03
1.003315305300390e-01	8.314892e-04
1.013315305300390e-01	3.343781e-03
1.023315305300390e-01	5.852816e-03
1.063315305300390e-01	1.580583e-02
1.073315305300390e-01	1.803639e-02
1.083315305300390e-01	1.949616e-02
1.123315305300390e-01	2.141379e-02
1.133315305300390e-01	2.187706e-02
1.143315305300390e-01	2.230722e-02
1.153315305300390e-01	2.257003e-02
1.163315305300390e-01	2.279538e-02
1.173315305300390e-01	2.301980e-02
1.183315305300390e-01	2.324685e-02
1.203315305300390e-01	2.368193e-02
1.223315305300390e-01	2.407581e-02
1.243315305300390e-01	2.443974e-02
1.263315305300390e-01	2.477661e-02
1.273315305300390e-01	2.493558e-02
1.283315305300390e-01	2.508767e-02
1.293315305300390e-01	2.523391e-02
1.303315305300390e-01	2.537336e-02
1.313315305300390e-01	2.550650e-02
1.323315305300390e-01	2.563330e-02
1.333315305300390e-01	2.575434e-02
1.343315305300390e-01	2.586815e-02
1.353315305300390e-01	2.597579e-02
1.363315305300390e-01	2.607642e-02
1.373315305300390e-01	2.617071e-02
1.383315305300390e-01	2.625786e-02
1.393315305300390e-01	2.633850e-02
1.403315305300391e-01	2.641188e-02
1.413315305300391e-01	2.647858e-02
1.423315305300391e-01	2.653790e-02
1.433315305300391e-01	2.659039e-02
1.443315305300391e-01	2.663540e-02
1.453315305300391e-01	2.667347e-02
1.463315305300391e-01	2.670396e-02
1.473315305300391e-01	2.672742e-02
1.483315305300391e-01	2.674326e-02
1.493315305300391e-01	2.675202e-02
1.503315305300391e-01	2.675311e-02
1.513315305300391e-01	2.674713e-02
1.523315305300391e-01	2.673348e-02
1.533315305300391e-01	2.671278e-02
1.543315305300391e-01	2.668445e-02
1.553315305300391e-01	2.664913e-02
1.563315305300391e-01	2.660626e-02
1.573315305300391e-01	2.655648e-02
1.583315305300391e-01	2.649925e-02
1.593315305300391e-01	2.643523e-02
1.603315305300391e-01	2.636389e-02
1.613315305300391e-01	2.628589e-02
1.623315305300391e-01	2.620071e-02
1.633315305300391e-01	2.610903e-02
1.643315305300391e-01	2.601031e-02
1.653315305300391e-01	2.590524e-02
1.663315305300391e-01	2.579327e-02
1.673315305300391e-01	2.567484e-02
1.683315305300391e-01	2.554983e-02
1.693315305300391e-01	2.541915e-02
1.703315305300391e-01	2.528142e-02
1.713315305300391e-01	2.513772e-02
1.723315305300391e-01	2.498731e-02
1.733315305300391e-01	2.483094e-02
1.743315305300391e-01	2.466775e-02
1.763315305300391e-01	2.432206e-02
1.783315305300391e-01	2.394852e-02
1.803315305300391e-01	2.354335e-02
1.823315305300391e-01	2.309808e-02
1.833315305300391e-01	2.287138e-02
1.843315305300391e-01	2.264577e-02
1.853315305300391e-01	2.240396e-02
1.863315305300391e-01	2.203630e-02
1.873315305300391e-01	2.157465e-02
1.913315305300391e-01	1.968190e-02
1.923315305300391e-01	1.868216e-02
1.927709480456778e-01	1.782918e-02
1.932731394921221e-01	1.673726e-02
1.942731394921221e-01	1.431718e-02
1.972731394921221e-01	6.846558e-03
1.982731394921221e-01	4.339678e-03
1.992731394921221e-01	1.828323e-03
2.002731394921221e-01	-6.847059e-04
2.012731394921221e-01	-3.197190e-03
2.022731394921221e-01	-5.706406e-03
2.062731394921221e-01	-1.566259e-02
2.072731394921221e-01	-1.791735e-02
2.082731394921221e-01	-1.945598e-02
2.122731394921221e-01	-2.138624e-02
2.132731394921221e-01	-2.185076e-02
2.142731394921221e-01	-2.228779e-02
2.152731394921222e-01	-2.255694e-02
2.162731394921222e-01	-2.278220e-02
2.172731394921222e-01	-2.300676e-02
2.182731394921222e-01	-2.323345e-02
2.202731394921222e-01	-2.366985e-02
2.222731394921222e-01	-2.406470e-02
2.242731394921222e-01	-2.442946e-02
2.262731394921222e-01	-2.476710e-02
2.272731394921222e-01	-2.492652e-02
2.282731394921222e-01	-2.507891e-02
2.292731394921222e-01	-2.522559e-02
2.302731394921222e-01	-2.536534e-02
2.312731394921222e-01	-2.549892e-02
2.322731394921222e-01	-2.562604e-02
2.332731394921222e-01	-2.574751e-02
2.342731394921222e-01	-2.586165e-02
2.352731394921222e-01	-2.596972e-02
2.362731394921222e-01	-2.607069e-02
2.372731394921222e-01	-2.616542e-02
2.382731394921222e-01	-2.625293e-02
2.392731394921222e-01	-2.633402e-02
2.402731394921222e-01	-2.640775e-02
2.412731394921222e-01	-2.647492e-02
2.422731394921222e-01	-2.653459e-02
2.432731394921222e-01	-2.658756e-02
2.442731394921222e-01	-2.663294e-02
2.452731394921222e-01	-2.667148e-02
2.462731394921222e-01	-2.670234e-02
2.472731394921222e-01	-2.672629e-02
2.482731394921222e-01	-2.674250e-02
2.492731394921222e-01	-2.675174e-02
2.502731394921222e-01	-2.675322e-02
2.512731394921222e-01	-2.674771e-02
2.522731394921222e-01	-2.673445e-02
2.532731394921222e-01	-2.671422e-02
2.542731394921222e-01	-2.668628e-02
2.552731394921222e-01	-2.665142e-02
2.562731394921222e-01	-2.660893e-02
2.572731394921222e-01	-2.655961e-02
2.582731394921222e-01	-2.650276e-02
2.592731394921222e-01	-2.643919e-02
2.602731394921222e-01	-2.636821e-02
2.612731394921222e-01	-2.629067e-02
2.622731394921222e-01	-2.620584e-02
2.632731394921222e-01	-2.611461e-02
2.642731394921222e-01	-2.601622e-02
2.652731394921222e-01	-2.591160e-02
2.662731394921222e-01	-2.579995e-02
2.672731394921222e-01	-2.568223e-02
2.682731394921222e-01	-2.555727e-02
2.692731394921222e-01	-2.542701e-02
2.702731394921222e-01	-2.528960e-02
2.712731394921222e-01	-2.514633e-02
2.722731394921222e-01	-2.499623e-02
2.732731394921222e-01	-2.484029e-02
2.742731394921222e-01	-2.467741e-02
2.762731394921222e-01	-2.433250e-02
2.782731394921222e-01	-2.395981e-02
2.802731394921222e-01	-2.355565e-02
2.822731394921222e-01	-2.311174e-02
2.832731394921222e-01	-2.288451e-02
2.842731394921222e-01	-2.265901e-02
2.852731394921222e-01	-2.241953e-02
2.862731394921222e-01	-2.207063e-02
2.872731394921222e-01	-2.160213e-02
2.912731394921222e-01	-1.971106e-02
2.922731394921222e-01	-1.878300e-02
2.927195626250590e-01	-1.793516e-02
2.932297604912725e-01	-1.683529e-02
2.942297604912725e-01	-1.442442e-02
2.972297604912725e-01	-6.955178e-03
2.982297604912725e-01	-4.448527e-03
2.992297604912725e-01	-1.937324e-03
3.002297604912725e-01	5.756953e-04
3.012297604912725e-01	3.088243e-03
3.022297604912725e-01	5.597661e-03
3.062297604912725e-01	1.555567e-02
3.072297604912725e-01	1.782779e-02
3.082297604912725e-01	1.942370e-02
3.122297604912725e-01	2.136597e-02
3.132297604912725e-01	2.183101e-02
3.142297604912725e-01	2.227313e-02
3.152297604912725e-01	2.254720e-02
3.162297604912725e-01	2.277245e-02
3.172297604912725e-01	2.299703e-02
3.182297604912725e-01	2.322351e-02
3.202297604912725e-01	2.366090e-02
3.222297604912725e-01	2.405645e-02
3.242297604912725e-01	2.442183e-02
3.262297604912725e-01	2.476004e-02
3.272297604912725e-01	2.491977e-02
3.282297604912725e-01	2.507240e-02
3.292297604912725e-01	2.521939e-02
3.302297604912725e-01	2.535939e-02
3.312297604912725e-01	2.549326e-02
3.322297604912725e-01	2.562064e-02
3.332297604912725e-01	2.574241e-02
3.342297604912725e-01	2.585681e-02
3.352297604912725e-01	2.596519e-02
3.362297604912725e-01	2.606643e-02
3.372297604912725e-01	2.616147e-02
3.382297604912725e-01	2.624925e-02
3.392297604912725e-01	2.633066e-02
3.402297604912725e-01	2.640468e-02
3.412297604912725e-01	2.647216e-02
3.422297604912725e-01	2.653214e-02
3.432297604912725e-01	2.658543e-02
3.442297604912725e-01	2.663110e-02
3.452297604912725e-01	2.666997e-02
3.462297604912725e-01	2.670114e-02
3.472297604912725e-01	2.672542e-02
3.482297604912725e-01	2.674194e-02
3.492297604912725e-01	2.675151e-02
3.502297604912725e-01	2.675330e-02
3.512297604912725e-01	2.674812e-02
3.522297604912725e-01	2.673516e-02
3.532297604912725e-01	2.671526e-02
3.542297604912725e-01	2.668763e-02
3.552297604912725e-01	2.665310e-02
3.562297604912725e-01	2.661091e-02
3.572297604912725e-01	2.656191e-02
3.582297604912725e-01	2.650535e-02
3.592297604912725e-01	2.644211e-02
3.602297604912725e-01	2.637142e-02
3.612297604912725e-01	2.629419e-02
3.622297604912725e-01	2.620965e-02
3.632297604912725e-01	2.611872e-02
3.642297604912725e-01	2.602061e-02
3.652297604912725e-01	2.591629e-02
3.662297604912725e-01	2.580491e-02
3.672297604912725e-01	2.568748e-02
3.682297604912725e-01	2.556279e-02
3.692297604912725e-01	2.543282e-02
3.702297604912725e-01	2.529567e-02
3.712297604912725e-01	2.515270e-02
3.722297604912725e-01	2.500285e-02
3.732297604912725e-01	2.484721e-02
3.742297604912725e-01	2.468459e-02
3.762297604912725e-01	2.434025e-02
3.782297604912725e-01	2.396819e-02
3.802297604912726e-01	2.356478e-02
3.822297604912726e-01	2.312188e-02
3.832297604912726e-01	2.289422e-02
3.842297604912726e-01	2.266887e-02
3.852297604912726e-01	2.243086e-02
3.862297604912726e-01	2.209386e-02
3.872297604912726e-01	2.162233e-02
3.912297604912726e-01	1.973241e-02
3.922297604912726e-01	1.885557e-02
3.926808155238140e-01	1.801423e-02
3.931963069895757e-01	1.691041e-02
3.941963069895757e-01	1.450711e-02
3.981963069895757e-01	4.532468e-03
3.991963069895757e-01	2.021380e-03
4.001963069895757e-01	-4.916241e-04
4.011963069895757e-01	-3.004222e-03
4.021963069895757e-01	-5.513789e-03
4.061963069895757e-01	-1.547319e-02
4.071963069895757e-01	-1.775814e-02
4.081963069895757e-01	-1.939664e-02
4.101963069895757e-01	-2.040961e-02
4.121963069895757e-01	-2.135033e-02
4.131963069895757e-01	-2.181576e-02
4.141963069895757e-01	-2.226159e-02
4.151963069895757e-01	-2.253974e-02
4.161963069895757e-01	-2.276493e-02
4.171963069895757e-01	-2.298954e-02
4.181963069895757e-01	-2.321583e-02
4.201963069895757e-01	-2.365398e-02
4.221963069895757e-01	-2.405008e-02
4.241963069895757e-01	-2.441594e-02
4.261963069895757e-01	-2.475459e-02
4.271963069895757e-01	-2.491455e-02
4.281963069895757e-01	-2.506738e-02
4.291963069895757e-01	-2.521459e-02
4.301963069895757e-01	-2.535479e-02
4.311963069895757e-01	-2.548889e-02
4.321963069895757e-01	-2.561646e-02
4.331963069895757e-01	-2.573847e-02
4.341963069895757e-01	-2.585307e-02
4.351963069895757e-01	-2.596169e-02
4.361963069895757e-01	-2.606314e-02
4.371963069895757e-01	-2.615841e-02
4.381963069895757e-01	-2.624641e-02
4.391963069895757e-01	-2.632806e-02
4.401963069895757e-01	-2.640231e-02
4.411963069895757e-01	-2.647003e-02
4.421963069895757e-01	-2.653023e-02
4.431963069895757e-01	-2.658377e-02
4.441963069895757e-01	-2.662968e-02
4.451963069895757e-01	-2.666880e-02
4.461963069895757e-01	-2.670021e-02
4.471963069895757e-01	-2.672473e-02
4.481963069895757e-01	-2.674149e-02
4.491963069895757e-01	-2.675132e-02
4.501963069895757e-01	-2.675334e-02
4.511963069895757e-01	-2.674842e-02
4.521963069895757e-01	-2.673570e-02
4.531963069895757e-01	-2.671606e-02
4.541963069895757e-01	-2.668866e-02
4.551963069895757e-01	-2.665438e-02
4.561963069895758e-01	-2.661243e-02
4.571963069895758e-01	-2.656368e-02
4.581963069895758e-01	-2.650735e-02
4.591963069895758e-01	-2.644436e-02
4.601963069895758e-01	-2.637389e-02
4.611963069895758e-01	-2.629690e-02
4.621963069895758e-01	-2.621257e-02
4.631963069895758e-01	-2.612188e-02
4.641963069895758e-01	-2.602399e-02
4.651963069895758e-01	-2.591990e-02
4.661963069895758e-01	-2.580873e-02
4.671963069895758e-01	-2.569153e-02
4.681963069895758e-01	-2.556705e-02
4.691963069895758e-01	-2.543730e-02
4.701963069895758e-01	-2.530035e-02
4.711963069895758e-01	-2.515760e-02
4.721963069895758e-01	-2.500795e-02
4.731963069895758e-01	-2.485254e-02
4.741963069895758e-01	-2.469012e-02
4.761963069895758e-01	-2.434623e-02
4.781963069895758e-01	-2.397465e-02
4.801963069895758e-01	-2.357181e-02
4.821963069895758e-01	-2.312968e-02
4.831963069895758e-01	-2.290171e-02
4.841963069895758e-01	-2.267646e-02
4.851963069895758e-01	-2.243952e-02
4.861963069895758e-01	-2.209974e-02
4.871963069895758e-01	-2.163776e-02
4.911963069895758e-01	-1.974867e-02
4.921963069895758e-01	-1.891001e-02
4.926504842730443e-01	-1.807557e-02
4.931695440255796e-01	-1.697021e-02
4.941695440255796e-01	-1.457325e-02
4.981695440255796e-01	-4.599615e-03
4.991695440255796e-01	-2.088625e-03
5.001695440255796e-01	4.243680e-04
5.011695440255796e-01	2.937001e-03
5.021695440255796e-01	5.446688e-03
5.061695440255796e-01	1.540720e-02
5.071695440255796e-01	1.770207e-02
5.081695440255796e-01	1.937348e-02
5.091695440255796e-01	1.992271e-02
5.121695440255796e-01	2.133784e-02
5.131695440255796e-01	2.180353e-02
5.141695440255796e-01	2.225220e-02
5.151695440255796e-01	2.253382e-02
5.161695440255796e-01	2.275892e-02
5.171695440255796e-01	2.298355e-02
5.181695440255796e-01	2.320967e-02
5.201695440255796e-01	2.364844e-02
5.221695440255796e-01	2.404498e-02
5.241695440255796e-01	2.441122e-02
5.261695440255796e-01	2.475022e-02
5.271695440255796e-01	2.491037e-02
5.281695440255796e-01	2.506336e-02
5.291695440255796e-01	2.521075e-02
5.301695440255796e-01	2.535111e-02
5.311695440255796e-01	2.548538e-02
5.321695440255796e-01	2.561312e-02
5.331695440255796e-01	2.573531e-02
5.341695440255796e-01	2.585008e-02
5.351695440255796e-01	2.595888e-02
5.361695440255796e-01	2.606050e-02
5.371695440255796e-01	2.615596e-02
5.381695440255796e-01	2.624414e-02
5.391695440255796e-01	2.632598e-02
5.401695440255796e-01	2.640040e-02
5.411695440255796e-01	2.646832e-02
5.421695440255796e-01	2.652871e-02
5.431695440255796e-01	2.658244e-02
5.441695440255796e-01	2.662854e-02
5.451695440255796e-01	2.666785e-02
5.461695440255796e-01	2.669945e-02
5.471695440255796e-01	2.672418e-02
5.481695440255796e-01	2.674113e-02
5.491695440255796e-01	2.675116e-02
5.501695440255796e-01	2.675338e-02
5.511695440255796e-01	2.674866e-02
5.521695440255796e-01	2.673613e-02
5.531695440255796e-01	2.671669e-02
5.541695440255796e-01	2.668948e-02
5.551695440255796e-01	2.665540e-02
5.561695440255796e-01	2.661363e-02
5.571695440255796e-01	2.656509e-02
5.581695440255796e-01	2.650894e-02
5.591695440255796e-01	2.644614e-02
5.601695440255796e-01	2.637586e-02
5.611695440255796e-01	2.629906e-02
5.621695440255796e-01	2.621491e-02
5.631695440255796e-01	2.612441e-02
5.641695440255796e-01	2.602669e-02
5.651695440255796e-01	2.592278e-02
5.661695440255796e-01	2.581178e-02
5.671695440255796e-01	2.569476e-02
5.681695440255796e-01	2.557044e-02
5.691695440255796e-01	2.544087e-02
5.701695440255796e-01	2.530409e-02
5.711695440255796e-01	2.516151e-02
5.721695440255796e-01	2.501203e-02
5.731695440255796e-01	2.485679e-02
5.741695440255796e-01	2.469454e-02
5.761695440255796e-01	2.435100e-02
5.781695440255796e-01	2.397982e-02
5.801695440255796e-01	2.357743e-02
5.821695440255796e-01	2.313592e-02
5.831695440255796e-01	2.290770e-02
5.841695440255796e-01	2.268253e-02
5.851695440255796e-01	2.244638e-02
5.861695440255796e-01	2.211235e-02
5.871695440255796e-01	2.165017e-02
5.911695440255796e-01	1.976172e-02
5.921695440255796e-01	1.895244e-02
5.926286483745717e-01	1.811943e-02
5.931533390591343e-01	1.700629e-02
5.941533390591343e-01	1.461329e-02
5.981533390591343e-01	4.640270e-03
5.991533390591343e-01	2.129344e-03
6.001533390591343e-01	-3.836464e-04
6.011533390591343e-01	-2.896295e-03
6.021533390591343e-01	-5.406059e-03
6.061533390591343e-01	-1.536723e-02
6.071533390591343e-01	-1.766796e-02
6.081533390591343e-01	-1.935877e-02
6.091533390591343e-01	-1.991494e-02
6.121533390591343e-01	-2.133030e-02
6.131533390591343e-01	-2.179611e-02
6.141533390591343e-01	-2.224644e-02
6.151533390591343e-01	-2.253025e-02
6.161533390591343e-01	-2.275528e-02
6.171533390591343e-01	-2.297991e-02
6.181533390591343e-01	-2.320595e-02
6.201533390591343e-01	-2.364509e-02
6.221533390591343e-01	-2.404190e-02
6.241533390591343e-01	-2.440837e-02
6.261533390591343e-01	-2.474758e-02
6.271533390591343e-01	-2.490783e-02
6.281533390591343e-01	-2.506092e-02
6.291533390591343e-01	-2.520842e-02
6.301533390591343e-01	-2.534888e-02
6.311533390591343e-01	-2.548325e-02
6.321533390591343e-01	-2.561110e-02
6.331533390591343e-01	-2.573339e-02
6.341533390591343e-01	-2.584827e-02
6.351533390591343e-01	-2.595717e-02
6.361533390591343e-01	-2.605890e-02
6.371533390591343e-01	-2.615448e-02
6.381533390591343e-01	-2.624276e-02
6.391533390591343e-01	-2.632471e-02
6.401533390591343e-01	-2.639925e-02
6.411533390591343e-01	-2.646728e-02
6.421533390591343e-01	-2.652778e-02
6.431533390591343e-01	-2.658163e-02
6.441533390591343e-01	-2.662784e-02
6.451533390591343e-01	-2.666728e-02
6.461533390591343e-01	-2.669899e-02
6.471533390591343e-01	-2.672384e-02
6.481533390591343e-01	-2.674091e-02
6.491533390591343e-01	-2.675106e-02
6.501533390591343e-01	-2.675340e-02
6.511533390591343e-01	-2.674880e-02
6.521533390591343e-01	-2.673639e-02
6.531533390591343e-01	-2.671706e-02
6.541533390591343e-01	-2.668997e-02
6.551533390591343e-01	-2.665602e-02
6.561533390591343e-01	-2.661436e-02
6.571533390591343e-01	-2.656593e-02
6.581533390591343e-01	-2.650991e-02
6.591533390591343e-01	-2.644722e-02
